"county","city","zip","street","price","br","lsqft","bsqft","year","date","long","lat"
"Alameda County","Union City",94587,"4138 Asimuth Circle",370000,3,1725,1214,"1974","2004-10-31",-122.065626,37.586387
"Contra Costa County","San Pablo",94806,"5929 Alpine Road",580000,3,3150,1512,"1964","2006-02-19",-122.324149,37.955606
"Santa Clara County","Cambrian",95124,"1703 Pasatiempo Drive",480000,3,6098,1143,"1960","2004-08-22",-121.911192,37.25514
"Alameda County","San Lorenzo",94580,"17283 Via Annette",525000,3,5120,1159,"1953","2006-04-02",-122.140276,37.666509
"San Mateo County","Burlingame",94010,"1420 Benito Avenue",1360000,3,6100,2600,"1925","2003-08-17",-122.379969,37.579919
"Alameda County","Livermore",94551,"2257 Shire Court",475000,3,8440,1793,"1968","2004-02-29",-121.764096,37.685496
"Santa Clara County","Los Altos",94024,"607 Covington Road",1205000,3,13068,1498,"1952","2004-10-17",-122.099872,37.3658
"Santa Clara County","Santa Clara",95054,"4027 Crandall Circle",647500,NA,NA,NA,NA,"2005-03-27",-121.960668,37.39324
"Sonoma County","Santa Rosa",95404,"3751 Doverton Court",830000,4,7843,3100,"1998","2005-03-13",-122.692099,38.482347
"Santa Clara County","Mountain View",94043,"509 Sierra Vista Avenue #1",435000,2,2178,1070,"1982","2004-09-19",NA,NA
"Santa Clara County","Los Gatos",95032,"15598 Longwood Drive",1775000,3,7841,2714,"1952","2005-06-12",-121.951664,37.241361
"Alameda County","Dublin",94568,"3707 Whitworth Drive",498000,NA,NA,NA,NA,"2005-02-06",-121.925676,37.714179
"Alameda County","Oakland",94611,"6932 Sayre Drive",720000,2,6240,1986,"1938","2005-03-06",-122.198274187474,37.8350562967448
"Alameda County","Pleasanton",94588,"7187 Valley Trails Drive",636000,4,7440,1770,"1971","2005-01-02",-121.905515,37.674662
"San Francisco county","San Francisco",94114,"360 Corbett Avenue",905000,NA,2443,NA,NA,"2003-12-14",-122.445603,37.759672
"Contra Costa County","Pittsburg",94565,"174 Riverview Drive",261500,3,6500,1184,"1949","2003-07-27",-121.892491,38.015021
"Santa Clara County","Santa Teresa",95139,"12 Leominster Court",6e+05,4,5663,1672,"1973","2005-06-26",-121.759316,37.229452
"Alameda County","Livermore",94550,"2919 Lusitana Court",1306000,NA,NA,NA,NA,"2005-10-30",-121.764096,37.685496
"Santa Clara County","Evergreen",95121,"2886 Stallion Way",7e+05,3,6098,1364,"1977","2006-05-07",-121.81989,37.310781
"Contra Costa County","Antioch",94531,"4305 Palomar Drive",520000,4,7000,1773,"1985","2004-12-05",-121.776287,37.981738
"Santa Clara County","Evergreen",95122,"1676 Tampa Way",645000,3,5227,1637,"1959","2005-09-25",-121.837058,37.33171
"Alameda County","Hayward",94545,"2379 Cabrillo Drive",510000,NA,5400,2078,"1977","2003-12-14",-122.091988,37.621721
"Alameda County","Castro Valley",94546,"18928 Crest Avenue",550000,3,6750,1014,"1949","2006-04-23",-122.103943,37.705469
"Alameda County","Fremont",94539,"821 San Marco Avenue",1600000,5,NA,3179,NA,"2006-01-08",-121.931799,37.538369
"Sonoma County","Windsor",95492,"10991 Rio Ruso Drive",570000,3,5000,1838,"1990","2006-01-29",-122.825547,38.559231
"Solano County","Vallejo",94591,"133 Drake Court",382500,3,5093,1721,"1988","2004-01-11",-122.207647,38.072211
"Sonoma County","Santa Rosa",95407,"4037 Arthur Ashe Circle",625000,NA,4792,NA,NA,"2004-11-21",-122.727509,38.404991
"Sonoma County","Windsor",95492,"235 Usher Drive",315000,3,2178,1184,"1990","2004-02-15",-122.794301,38.53931
"Contra Costa County","Walnut Creek",94597,"2275 Oakvale Road",660000,2,12632,736,"1953","2005-08-07",-122.047373,37.909956
"Santa Clara County","Morgan Hill",95037,"17740 Park Way",360000,1,3920,690,"1941","2004-06-06",-121.657793,37.132179
"Santa Clara County","Sunnyvale",94089,"339 Hiddenlake Drive",575000,3,5663,1108,"1957","2005-12-25",-122.007907,37.39784
"Sonoma County","Rohnert Park",94928,"1086 Eleanor Avenue",3e+05,2,799,1138,"1977","2004-11-21",-122.689618,38.361167
"Santa Clara County","Los Altos",94024,"970 Berry Avenue",9e+05,3,9148,1212,"1953","2004-09-12",-122.087801,37.361231
"Contra Costa County","Brentwood",94513,"1587 Dawnview Drive",505000,NA,NA,NA,NA,"2004-03-21",-121.721621,37.947832
"Contra Costa County","Danville",94506,"4038 Sugar Maple Drive",1100000,4,12446,2641,"1984","2004-02-29",-121.919638,37.807045
"Alameda county","Oakland",94610,"233 Orange Street",3e+05,1,NA,707,"1964","2004-12-26",-122.258254,37.815934
"Solano County","Fairfield",94533,"1133 Ironwood Circle",605000,4,7037,2569,"1989","2006-02-26",-122.011963,38.28442
"Alameda County","Livermore",94550,"57 Agate Court",520000,4,12019,1536,"1970","2003-12-14",-121.764096,37.685496
"Alameda County","Hayward",94541,"24327 Dover Lane",299000,2,NA,1208,"1978","2003-11-02",-122.065799,37.673861
"Contra Costa County","Orinda",94563,"9 Scenic Court",775000,3,24500,1677,"1948","2003-10-19",-122.169777,37.866198
"Solano County","Vallejo",94591,"109 Navone Street",350000,2,7840,1092,"1942","2005-04-17",-122.229076,38.077119
"Santa Clara County","Greater Downtown-metro Area",95112,"800 North 8th Street \#224",450000,NA,NA,NA,NA,"2005-06-12",NA,NA
"Alameda County","Oakland",94618,"322 Clifton Street",875000,3,4200,1667,"1915","2005-08-28",-122.25279,37.837831
"San Mateo County","San Mateo",94402,"1817 Canyon Oak Court",857000,3,5300,2050,"1977","2004-04-04",-122.33399,37.522539
"Napa County","Napa",94558,"2917 Conifer Court",585000,3,8276,2274,"1985","2003-11-23",-122.312194,38.291506
"Contra Costa County","Oakley",94561,"208 Hill Avenue",540000,5,6198,2857,"2002","2005-01-30",-121.69057,37.974491
"Contra Costa County","San Ramon",94582,"1913 Nancy Lane",672500,3,NA,1605,"1904","2005-12-25",-121.952138,37.75735
"Contra Costa County","Antioch",94509,"2429 Grimsby Drive",535000,3,12264,1863,"1980","2006-01-22",-121.8367,37.9763
"Santa Clara County","Sunnyvale",94085,"636 San Patricio Street",575000,3,5227,1366,"1954","2004-10-31",-122.02602,37.371991
"Santa Clara County","Evergreen",95122,"1029 Chapel Hill Way",110000,3,6136,1040,"1960","2003-06-15",-121.846033,37.322039
"Santa Clara County","Santa Clara",95054,"4493 Laird Circle",686000,NA,NA,NA,NA,"2006-04-02",-121.960668,37.39324
"Solano County","Fairfield",94534,"822 Bridle Ridge Drive",1111000,NA,28240,NA,NA,"2005-12-18",-122.054256,38.257763
"San Mateo county","San Mateo",94403,"2720 Isabelle Avenue",990000,3,5750,2100,"1938","2005-06-26",-122.311261,37.539283
"Alameda county","Union City",94587,"30742 Churchill Court",650000,5,5388,2308,"1998","2004-04-18",-122.082696,37.597145
"San Francisco County","San Francisco",94110,"141 Porter Street",629000,NA,1750,NA,NA,"2004-07-18",-122.418214,37.733647
"Solano county","Fairfield",94533,"1634 Glenmore Drive",380000,NA,NA,NA,NA,"2006-05-28",-122.037019,38.269582
"Contra Costa County","Oakley",94561,"1312 Birmingham Street",406500,NA,NA,NA,NA,"2003-11-16",-121.724068,37.979721
"Solano County","Suisun City",94585,"1763 Beale Circle",413500,NA,6934,NA,NA,"2004-02-29",-122.017048,38.244863
"Alameda County","Pleasanton",94566,"153 Rocky Creek Place",850000,NA,5288,NA,NA,"2004-04-04",-121.882517,37.67253
"Alameda County","San Leandro",94578,"592 Muscari Street",669500,NA,NA,NA,NA,"2003-11-09",-122.128005,37.703427
"Solano County","Vallejo",94590,"1021 El Dorado Street",240000,1,1625,1020,"1916","2004-04-11",-122.249888,38.105204
"Contra Costa County","Hercules",94547,"2141 Railroad Avenue",419500,NA,NA,NA,NA,"2003-07-27",-122.258742,38.007489
"Sonoma County","Santa Rosa",95404,"3551 Heimbucher Way",980000,4,30928,2863,NA,"2004-06-13",-122.682701,38.47294
"Sonoma County","Santa Rosa",95407,"3719 Primrose Avenue",1e+05,NA,19364,NA,NA,"2005-03-06",-122.735259,38.388352
"Santa Clara County","Sunnyvale",94087,"1079 Morningside Drive",536500,3,6000,1460,"1953","2003-10-05",-122.055108299369,37.3656663534684
"Contra Costa County","Martinez",94553,"1082 Maywood Lane",355000,2,NA,994,"1984","2005-04-03",-122.09758,37.995339
"Alameda County","Piedmont",94610,"230 Park View Avenue",750000,3,4250,1648,"1925","2003-12-14",-122.237287,37.820655
"Santa Clara County","East San Jose",95127,"3302 Holly Drive",490000,3,5227,1075,"1955","2005-03-27",-121.836132,37.38547
"Sonoma County","Windsor",95492,"7515 13th Hole Drive",395000,3,4356,1550,NA,"2003-10-26",-122.805229,38.530491
"Santa Clara County","Evergreen",95121,"3658 Ivy Canyon Court",865000,4,6970,2195,"1999","2005-07-24",-121.811094,37.298458
"Alameda county","Pleasanton",94566,"1249 Creek Trail Drive",1460000,3,7937,3588,NA,"2005-08-21",-121.882517,37.67253
"Solano County","Vacaville",95687,"1801 Marshall Road #411",180000,1,703,714,"1986","2004-08-08",NA,NA
"San Mateo county","Redwood City",94063,"3707 Hoover Street",625000,4,5880,1830,"1955","2004-08-01",-122.18489,37.483196
"Napa County","American Canyon",94503,"110 Banbury Way",389000,3,5663,1681,"1988","2003-12-07",-122.253916,38.163563
"Contra Costa County","Concord",94518,"2032 Sierra Road \#5",322000,2,NA,880,NA,"2006-03-19",-122.036219,37.952741
"Contra Costa County","Pittsburg",94565,"62 Dolphin Drive",325000,3,5500,1335,"1973","2004-11-14",-121.92625,38.021754
"Santa Clara County","West San Jose",95128,"559 Rutland Avenue",585000,2,4792,920,"1939","2006-05-21",-121.925995,37.317827
"Sonoma County","Santa Rosa",95404,"1320 North Street \#30",499000,2,871,1472,"1980","2005-10-30",-122.704646,38.448611
"Santa Clara County","Los Gatos",95032,"15612 Linda Avenue",827500,3,8062,988,"1948","2003-08-10",-121.949448,37.24148
"Santa Clara County","Berryessa",95116,"58 Sierra Vista Place",604000,4,7841,1231,"1978","2005-03-27",-121.836792,37.35954
"Alameda county","Oakland",94605,"3432 65th Avenue",416000,3,4515,1273,"1939","2005-12-11",-122.177209,37.773751
"Napa County","Napa",94558,"75 Catania Lane",859500,NA,NA,NA,NA,"2005-09-25",-122.298885,38.304764
"Contra Costa County","Walnut Creek",94598,"984 Springfield Drive",770000,4,12420,2194,"1966","2004-07-25",-122.021918,37.910657
"Alameda County","Oakland",94619,"13211 Clairepointe Way",905000,4,9840,2023,"1968","2006-05-07",-122.146404,37.78802
"San Mateo County","Foster City",94404,"300 Thatcher Lane",1135000,3,6566,2730,"1985","2003-06-15",-122.268166,37.5371
"Alameda County","Oakland",94602,"1916 Montana Street",445000,2,5358,1095,"1926","2005-08-07",-122.218829,37.799489
"Alameda County","Oakland",94607,"655 12th Street #221",261000,NA,NA,NA,NA,"2004-04-18",NA,NA
"Alameda County","Pleasanton",94566,"4182 Peregrine Way",448500,3,3486,1614,"1976","2003-09-14",-121.870139,37.67839
"Contra Costa County","Bethel Island",94511,"1520 Taylor Road",450000,2,10650,2128,"1987","2003-09-14",-121.629106,38.022778
"Contra Costa County","Richmond",94804,"5619 Columbia Avenue",169000,1,2500,534,"1938","2004-02-08",-122.310213,37.9039
"Solano County","Vallejo",94591,"8174 Carlisle Way",429000,NA,2629,NA,NA,"2004-10-24",-122.210353,38.099119
"Santa Clara County","Evergreen",95122,"2536 Brenford Drive",475000,3,6098,1176,"1978","2004-10-24",-121.826917,37.347689
"Sonoma County","Santa Rosa",95403,"2173 Sunleaf Lane",246500,1,NA,576,"1989","2005-02-06",-122.735296,38.459686
"Santa Clara County","Santa Clara",95051,"3501 MacHado Avenue",701000,3,5227,1531,"1956","2005-07-03",-121.992719,37.361628
"Contra Costa County","Brentwood",94513,"816 Shasta Daisy Drive",486500,NA,NA,NA,NA,"2005-01-09",-121.689513,37.937445
"Sonoma County","Santa Rosa",95404,"1756 Cork Tree Lane",313000,3,3920,1289,"1998","2003-06-08",-122.694147,38.43382
"Santa Clara County","Evergreen",95148,"2190 Flint Avenue",510000,4,6098,1973,"1967","2004-05-16",-121.79471,37.342456
"Alameda County","San Leandro",94579,"1286 Mersey Avenue",585000,3,5320,1351,"1953","2006-04-30",-122.15382,37.693634
"Alameda County","Fremont",94539,"12 Via San Dimas",665000,3,8625,1582,"1963","2004-10-17",-121.926293,37.54149
"Contra Costa County","Brentwood",94513,"1453 Pinegrove Way",626500,NA,NA,NA,NA,"2003-08-24",-121.709536,37.935311
"Contra Costa County","Pinole",94564,"2302 Estrella Court",4e+05,3,6300,1140,"1955","2004-07-18",-122.285459,37.990113
"Santa Clara County","Berryessa",95132,"1392 Cabrillo Avenue",650000,4,5663,1602,"1969","2005-04-03",-121.865865,37.395027
"Solano County","Fairfield",94533,"3925 Shaker Run Circle",551000,4,6007,2174,"1997","2005-05-22",-122.01806,38.295759
"Santa Clara County","Milpitas",95035,"979 Hamilton Avenue",485000,3,6970,1659,"1978","2003-11-02",-121.903689,37.445824
"Alameda County","Newark",94560,"7840 Inverness Drive",665000,3,8000,1482,"1968","2005-07-10",-122.055999,37.536038
"Alameda County","San Leandro",94578,"1738 140th Avenue",250000,3,5141,1232,"1941","2003-11-23",-122.135207,37.716746
"Contra Costa County","Pittsburg",94565,"1 Golf Club Court",342000,4,3307,1696,"1993","2003-06-29",-121.911481,38.014924
"San Francisco County","San Francisco",94132,"158 Stonecrest Drive",780000,NA,5174,1703,"1951","2003-11-02",-122.473946,37.727372
"Alameda County","Newark",94560,"5768 Bellflower Drive",605000,2,4500,1168,"1985","2005-08-28",-122.012033,37.531936
"Alameda County","Oakland",94608,"3120 Linden Street",415000,3,3750,1124,"1906","2004-10-10",-122.279548,37.822752
"Contra Costa County","Martinez",94553,"1402 Colton Place",652000,5,8929,2790,"1996","2004-03-14",-122.104728,37.981553
"Santa Clara County","West San Jose",95129,"4671 Albany Circle #122",238000,1,1800,813,"1982","2003-10-19",NA,NA
"Contra Costa County","Pleasant Hill",94523,"1612 Merian Drive",587000,5,6750,2376,"1950","2004-02-01",-122.071237,37.959299
"Alameda County","Livermore",94550,"3047 Talinga Drive",1173000,NA,NA,NA,NA,"2003-08-10",-121.773286,37.648021
"Sonoma County","Sonoma",95476,"31 East 2nd Street",875000,2,3312,2362,"1985","2005-06-12",-122.453406,38.29892
"Marin County","Novato",94949,"27 Hollyleaf Way",894000,NA,6098,NA,NA,"2004-03-14",-122.545162,38.069966
"Alameda County","San Lorenzo",94580,"17432 Via Annette",625000,3,5200,1631,"1953","2005-11-13",-122.139933,37.664304
"Santa Clara County","North San Jose",95131,"1416 Rocklin Court",335000,2,436,988,"1984","2004-07-25",-121.882892,37.381603
"Santa Clara County","Almaden",95120,"6584 Rolling Oaks Drive",960000,4,9148,2450,"1984","2005-02-20",NA,NA
"San Mateo County","San Mateo",94403,"3506 Casanova Drive",770000,3,6000,1100,"1948","2006-04-09",-122.288626,37.54147
"Contra Costa County","Antioch",94509,"3712 Cascade Court",515000,3,12000,2580,"1975","2004-08-15",-121.797245,37.986134
"Alameda County","Oakland",94621,"966 85th Avenue",344000,2,5200,842,"1946","2005-04-17",-122.184333,37.749423
"Sonoma County","Guerneville",95446,"16571 Neeley Road",465000,3,9148,1815,"1985","2003-08-31",-122.99501,38.498334
"San Francisco County","San Francisco",94118,"590 5th Avenue",825000,NA,2374,2450,"1907","2004-10-10",-122.462944,37.777451
"Contra Costa County","Orinda",94563,"38 Ivy Drive",724000,3,14500,1896,"1959","2004-09-19",-122.149648,37.854726
"Contra Costa County","Concord",94518,"3524 Windmill Way",780000,4,7150,1727,"1974","2005-09-18",-122.008743,37.942014
"Alameda County","San Lorenzo",94580,"1414 Culver Place",350000,4,943,1457,"1972","2004-09-19",-122.141068,37.675911
"Contra Costa County","Brentwood",94513,"541 Sequoia Street",335000,3,7000,992,"1981","2004-10-31",-121.704373,37.930333
"Santa Clara County","East San Jose",95127,"107 Ridgeview Terrace",8e+05,4,14375,2206,"1975","2004-08-22",-121.820772,37.369473
"Alameda County","Oakland",94610,"653 Paloma Avenue",731500,2,5175,1613,"1928","2003-09-14",-122.233183,37.810191
"Santa Clara County","Cambrian",95118,"1510 Woodson Court",595000,3,7841,1686,"1964","2004-03-21",-121.892529,37.264322
"San Francisco County","San Francisco",94109,"631 Ofarrell Street #907",285000,NA,NA,520,"1930","2004-08-22",NA,NA
"San Francisco County","San Francisco",94131,"14 Chenery Street",1300000,NA,4500,2144,"1908","2005-12-25",-122.425792,37.741829
"Santa Clara County","Willow Glen",95125,"1524 Iris Court",830000,2,5227,1420,"1929","2003-11-02",-121.8978,37.301281
"Contra Costa County","Brentwood",94513,"2221 Thomas Court",7e+05,5,5565,2808,"1904","2005-09-11",-121.709536,37.935311
"Santa Clara County","Greater Downtown-metro Area",95112,"1709 Bevin Brook Drive",386500,2,871,955,"1994","2005-04-03",NA,NA
"Marin County","Mill Valley",94941,"162 Helens Lane",1300000,3,23520,1802,"1914","2004-07-25",-122.55077,37.901654
"Contra Costa County","Danville",94506,"114 Center Court",810000,NA,NA,NA,NA,"2005-02-27",-121.923607,37.797907
"San Mateo County","Daly City",94015,"33 Skyline Drive",630000,2,3162,1050,"1956","2004-11-28",-122.495422,37.693512
"Marin County","San Rafael",94901,"39 Edgewood Way",1071000,4,30090,2256,"1950","2004-07-25",-122.536725,37.984936
"Sonoma County","Windsor",95492,"7928 Shira Street",355000,3,6098,1337,"1986","2003-09-21",-122.794902,38.537226
"Santa Clara County","East San Jose",95127,"1639 Parkdale Way",440000,4,6000,1353,"1971","2003-07-20",-121.812602,37.347165
"Santa Clara County","Saratoga",95070,"20559 Oak Creek Lane",6e+05,3,1307,1807,"1979","2004-01-25",-122.019538,37.272443
"Alameda County","Oakland",94601,"1441 38th Avenue",625000,NA,NA,NA,NA,"2005-01-23",-122.219671,37.774931
"Sonoma County","Healdsburg",95448,"515 Prince Avenue",679000,2,8276,3079,NA,"2004-05-16",-122.868406,38.614432
"Sonoma County","Santa Rosa",95403,"2156 Creekfield Drive",469000,3,4747,1283,"1988","2005-01-02",-122.758299,38.455651
"Sonoma County","Santa Rosa",95403,"3669 Hemlock Street",485000,3,6000,1273,"1977","2005-02-27",-122.746011,38.478358
"Santa Clara County","Sunnyvale",94089,"588 Kiholo Terrace \#86",726000,2,871,1576,"2004","2006-01-15",-122.00838,37.406289
"Alameda County","Berkeley",94702,"1410 Berkeley Way",620000,4,4120,1938,"1911","2004-09-26",-122.284337,37.870849
"Alameda County","Pleasanton",94588,"5276 Genovesio Drive",785500,4,3550,1926,"1995","2004-12-12",-121.889304,37.693759
"Alameda County","Livermore",94551,"1670 Pine Street",330000,3,6250,1172,"1955","2003-11-16",-121.779785,37.689251
"Santa Clara County","Los Gatos",95032,"1599 Hyde Drive",765000,4,6970,1854,"1968","2003-12-07",-121.990193,37.265413
"Santa Clara County","Sunnyvale",94087,"835 Hanover Avenue",890000,3,6970,1714,"1963","2005-06-05",-122.044965,37.364706
"Santa Clara County","Santa Clara",95050,"1700 Civic Center Drive #608",205000,1,871,574,"1972","2004-06-27",NA,NA
